"grade","subject","chapter","topic","scope_note","topic_raw"
"6","bgs6","অধ্যায় ১: সমাজ বিবর্তনের ইতিহাস","সমাজের ধারণা","","সমাজের ধারণা"
"6","bgs6","অধ্যায় ১: সমাজ বিবর্তনের ইতিহাস","সামাজিক সম্পর্ক","","সামাজিক সম্পর্ক"
"6","bgs6","অধ্যায় ১: সমাজ বিবর্তনের ইতিহাস","প্রাকৃতিক ও ভৌগোলিক পরিবেশের প্রভাব","","প্রাকৃতিক ও ভৌগোলিক পরিবেশের প্রভাব"
"6","bgs6","অধ্যায় ১: সমাজ বিবর্তনের ইতিহাস","শিকার ও খাদ্য সংগ্রহভিত্তিক সমাজ","","শিকার ও খাদ্য সংগ্রহভিত্তিক সমাজ"
"6","bgs6","অধ্যায় ১: সমাজ বিবর্তনের ইতিহাস","উদ্যান চাষভিত্তিক সমাজ","","উদ্যান চাষভিত্তিক সমাজ"
"6","bgs6","অধ্যায় ১: সমাজ বিবর্তনের ইতিহাস","পশুপালন সমাজ","","পশুপালন সমাজ"
"6","bgs6","অধ্যায় ১: সমাজ বিবর্তনের ইতিহাস","কৃষিভিত্তিক সমাজ","","কৃষিভিত্তিক সমাজ"
"6","bgs6","অধ্যায় ১: সমাজ বিবর্তনের ইতিহাস","শিল্পভিত্তিক সমাজ","","শিল্পভিত্তিক সমাজ"
"6","bgs6","অধ্যায় ১: সমাজ বিবর্তনের ইতিহাস","শিল্পবিপ্লব পরবর্তী সমাজ","","শিল্পবিপ্লব পরবর্তী সমাজ"
"6","bgs6","অধ্যায় ১: সমাজ বিবর্তনের ইতিহাস","বাংলাদেশের সমাজের প্রকৃতি","","বাংলাদেশের সমাজের প্রকৃতি"
"6","bgs6","অধ্যায় ১: সমাজ বিবর্তনের ইতিহাস","বিবর্তনের ধারাবাহিকতা","","বিবর্তনের ধারাবাহিকতা"
"6","bgs6","অধ্যায় ১: সমাজ বিবর্তনের ইতিহাস","সভ্যতার ক্রমবিকাশ","","সভ্যতার ক্রমবিকাশ"
"6","bgs6","অধ্যায় ২: বাংলাদেশের ইতিহাস","বাংলাদেশের মানব বসতি","","বাংলাদেশের মানব বসতি"
"6","bgs6","অধ্যায় ২: বাংলাদেশের ইতিহাস","রাজনৈতিক ইতিহাসের যুগবিভাজন","","রাজনৈতিক ইতিহাসের যুগবিভাজন"
"6","bgs6","অধ্যায় ২: বাংলাদেশের ইতিহাস","প্রাচীন বাংলার সমাজ","","প্রাচীন বাংলার সমাজ"
"6","bgs6","অধ্যায় ২: বাংলাদেশের ইতিহাস","প্রাচীন বাংলার অর্থনীতি","","প্রাচীন বাংলার অর্থনীতি"
"6","bgs6","অধ্যায় ২: বাংলাদেশের ইতিহাস","প্রাচীন বাংলার ধর্ম","","প্রাচীন বাংলার ধর্ম"
"6","bgs6","অধ্যায় ২: বাংলাদেশের ইতিহাস","প্রাচীন বাংলার বিনোদন ও স্থাপত্য","","প্রাচীন বাংলার বিনোদন ও স্থাপত্য"
"6","bgs6","অধ্যায় ২: বাংলাদেশের ইতিহাস","প্রাচীন বাংলার ভাষা ও সাহিত্য","","প্রাচীন বাংলার ভাষা ও সাহিত্য"
"6","bgs6","অধ্যায় ২: বাংলাদেশের ইতিহাস","গুপ্ত যুগ","","গুপ্ত যুগ"
"6","bgs6","অধ্যায় ২: বাংলাদেশের ইতিহাস","শশাঙ্ক","","শশাঙ্ক"
"6","bgs6","অধ্যায় ২: বাংলাদেশের ইতিহাস","পাল রাজবংশ","","পাল রাজবংশ"
"6","bgs6","অধ্যায় ২: বাংলাদেশের ইতিহাস","সেন রাজবংশ","","সেন রাজবংশ"
"6","bgs6","অধ্যায় ২: বাংলাদেশের ইতিহাস","মুসলিম শাসনামলে বাংলা","","মুসলিম শাসনামলে বাংলা"
"6","bgs6","অধ্যায় ২: বাংলাদেশের ইতিহাস","ঔপনিবেশিক যুগের বাংলা","","ঔপনিবেশিক যুগের বাংলা"
"6","bgs6","অধ্যায় ২: বাংলাদেশের ইতিহাস","বাংলাদেশ সৃষ্টির পটভূমি","","বাংলাদেশ সৃষ্টির পটভূমি"
"6","bgs6","অধ্যায় ২: বাংলাদেশের ইতিহাস","স্বাধীন বাংলাদেশে গণতন্ত্র","","স্বাধীন বাংলাদেশে গণতন্ত্র"
"6","bgs6","অধ্যায় ৩: বাংলাদেশের সংস্কৃতি ও সমাজ","সংস্কৃতির ধারণা","","সংস্কৃতির ধারণা"
"6","bgs6","অধ্যায় ৩: বাংলাদেশের সংস্কৃতি ও সমাজ","বাংলাদেশের সংস্কৃতির উপাদান","","বাংলাদেশের সংস্কৃতির উপাদান"
"6","bgs6","অধ্যায় ৩: বাংলাদেশের সংস্কৃতি ও সমাজ","বাংলাদেশের সংস্কৃতির ধরন","","বাংলাদেশের সংস্কৃতির ধরন"
"6","bgs6","অধ্যায় ৩: বাংলাদেশের সংস্কৃতি ও সমাজ","গ্রামীণ সংস্কৃতি","","গ্রামীণ সংস্কৃতি"
"6","bgs6","অধ্যায় ৩: বাংলাদেশের সংস্কৃতি ও সমাজ","শহরের সংস্কৃতি","","শহরের সংস্কৃতি"
"6","bgs6","অধ্যায় ৩: বাংলাদেশের সংস্কৃতি ও সমাজ","ভাষিক সংস্কৃতি","","ভাষিক সংস্কৃতি"
"6","bgs6","অধ্যায় ৩: বাংলাদেশের সংস্কৃতি ও সমাজ","মানবতাবাদী সংস্কৃতি","","মানবতাবাদী সংস্কৃতি"
"6","bgs6","অধ্যায় ৩: বাংলাদেশের সংস্কৃতি ও সমাজ","কৃষি সংস্কৃতি","","কৃষি সংস্কৃতি"
"6","bgs6","অধ্যায় ৩: বাংলাদেশের সংস্কৃতি ও সমাজ","বাংলাদেশের উৎসব-পার্বণ","","বাংলাদেশের উৎসব-পার্বণ"
"6","bgs6","অধ্যায় ৩: বাংলাদেশের সংস্কৃতি ও সমাজ","বাংলাদেশের লোকসংস্কৃতি","","বাংলাদেশের লোকসংস্কৃতি"
"6","bgs6","অধ্যায় ৩: বাংলাদেশের সংস্কৃতি ও সমাজ","ভাষার বৈচিত্র্য","","ভাষার বৈচিত্র্য"
"6","bgs6","অধ্যায় ৩: বাংলাদেশের সংস্কৃতি ও সমাজ","সংস্কৃতির পরিবর্তন","","সংস্কৃতির পরিবর্তন"
"6","bgs6","অধ্যায় ৪: বাংলাদেশের অর্থনীতি","অর্থনৈতিক জীবনধারা","","অর্থনৈতিক জীবনধারা"
"6","bgs6","অধ্যায় ৪: বাংলাদেশের অর্থনীতি","গ্রামীণ অর্থনীতি","","গ্রামীণ অর্থনীতি"
"6","bgs6","অধ্যায় ৪: বাংলাদেশের অর্থনীতি","শহরের অর্থনীতি","","শহরের অর্থনীতি"
"6","bgs6","অধ্যায় ৪: বাংলাদেশের অর্থনীতি","কৃষি খাত","","কৃষি খাত"
"6","bgs6","অধ্যায় ৪: বাংলাদেশের অর্থনীতি","শিল্প খাত","","শিল্প খাত"
"6","bgs6","অধ্যায় ৪: বাংলাদেশের অর্থনীতি","ব্যবসা-বাণিজ্য খাত","","ব্যবসা-বাণিজ্য খাত"
"6","bgs6","অধ্যায় ৪: বাংলাদেশের অর্থনীতি","সেবা খাত","","সেবা খাত"
"6","bgs6","অধ্যায় ৪: বাংলাদেশের অর্থনীতি","বাংলাদেশের অর্থনীতির বৈশিষ্ট্য","","বাংলাদেশের অর্থনীতির বৈশিষ্ট্য"
"6","bgs6","অধ্যায় ৪: বাংলাদেশের অর্থনীতি","অর্থনৈতিক উন্নয়নের সম্ভাবনা","","অর্থনৈতিক উন্নয়নের সম্ভাবনা"
"6","bgs6","অধ্যায় ৪: বাংলাদেশের অর্থনীতি","জনসংখ্যাকে সম্পদে রূপান্তর","","জনসংখ্যাকে সম্পদে রূপান্তর"
"6","bgs6","অধ্যায় ৪: বাংলাদেশের অর্থনীতি","কৃষি নির্ভর অর্থনীতি","","কৃষি নির্ভর অর্থনীতি"
"6","bgs6","অধ্যায় ৫: বাংলাদেশ ও বাংলাদেশের নাগরিক","রাষ্ট্রের ধারণা","","রাষ্ট্রের ধারণা"
"6","bgs6","অধ্যায় ৫: বাংলাদেশ ও বাংলাদেশের নাগরিক","রাষ্ট্রের উপাদান","","রাষ্ট্রের উপাদান"
"6","bgs6","অধ্যায় ৫: বাংলাদেশ ও বাংলাদেশের নাগরিক","নাগরিকতার ধারণা","","নাগরিকতার ধারণা"
"6","bgs6","অধ্যায় ৫: বাংলাদেশ ও বাংলাদেশের নাগরিক","বাংলাদেশে নাগরিকতা অর্জন","","বাংলাদেশে নাগরিকতা অর্জন"
"6","bgs6","অধ্যায় ৫: বাংলাদেশ ও বাংলাদেশের নাগরিক","নাগরিকের অধিকার","","নাগরিকের অধিকার"
"6","bgs6","অধ্যায় ৫: বাংলাদেশ ও বাংলাদেশের নাগরিক","নাগরিকের কর্তব্য","","নাগরিকের কর্তব্য"
"6","bgs6","অধ্যায় ৫: বাংলাদেশ ও বাংলাদেশের নাগরিক","দেশের উন্নয়নে নাগরিকের ভূমিকা","","দেশের উন্নয়নে নাগরিকের ভূমিকা"
"6","bgs6","অধ্যায় ৫: বাংলাদেশ ও বাংলাদেশের নাগরিক","নাগরিকত্ব অর্জনের পদ্ধতি","","নাগরিকত্ব অর্জনের পদ্ধতি"
"6","bgs6","অধ্যায় ৫: বাংলাদেশ ও বাংলাদেশের নাগরিক","রাষ্ট্রের সাথে নাগরিকের সম্পর্ক","","রাষ্ট্রের সাথে নাগরিকের সম্পর্ক"
"6","bgs6","অধ্যায় ৫: বাংলাদেশ ও বাংলাদেশের নাগরিক","নাগরিক সমাজ","","নাগরিক সমাজ"
"6","bgs6","অধ্যায় ৬: বাংলাদেশের পরিবেশ","মানুষ ও পরিবেশ","","মানুষ ও পরিবেশ"
"6","bgs6","অধ্যায় ৬: বাংলাদেশের পরিবেশ","পরিবেশের প্রাকৃতিক উপাদান","","পরিবেশের প্রাকৃতিক উপাদান"
"6","bgs6","অধ্যায় ৬: বাংলাদেশের পরিবেশ","পরিবেশগত সমস্যা","","পরিবেশগত সমস্যা"
"6","bgs6","অধ্যায় ৬: বাংলাদেশের পরিবেশ","বন উজাড়","","বন উজাড়"
"6","bgs6","অধ্যায় ৬: বাংলাদেশের পরিবেশ","পাহাড় কাটা","","পাহাড় কাটা"
"6","bgs6","অধ্যায় ৬: বাংলাদেশের পরিবেশ","পানি দূষণ","","পানি দূষণ"
"6","bgs6","অধ্যায় ৬: বাংলাদেশের পরিবেশ","বায়ু দূষণ","","বায়ু দূষণ"
"6","bgs6","অধ্যায় ৬: বাংলাদেশের পরিবেশ","মাটির ক্ষয়","","মাটির ক্ষয়"
"6","bgs6","অধ্যায় ৬: বাংলাদেশের পরিবেশ","পরিবেশ রক্ষায় করণীয়","","পরিবেশ রক্ষায় করণীয়"
"6","bgs6","অধ্যায় ৬: বাংলাদেশের পরিবেশ","পরিবেশগত ভারসাম্য","","পরিবেশগত ভারসাম্য"
"6","bgs6","অধ্যায় ৬: বাংলাদেশের পরিবেশ","সবুজ বাংলাদেশ","","সবুজ বাংলাদেশ"
"6","bgs6","অধ্যায় ৬: বাংলাদেশের পরিবেশ","শব্দদূষণ","","শব্দদূষণ"
"6","bgs6","অধ্যায় ৬: বাংলাদেশের পরিবেশ","জলবায়ু পরিবর্তন ও বৈশ্বিক উষ্ণায়ন","","জলবায়ু পরিবর্তন ও বৈশ্বিক উষ্ণায়ন"
"6","bgs6","অধ্যায় ৭: শিশুর বেড়ে ওঠা ও প্রতিবন্ধকতা: সামাজিকীকরণ","সামাজিকীকরণের ধারণা","","সামাজিকীকরণের ধারণা"
"6","bgs6","অধ্যায় ৭: শিশুর বেড়ে ওঠা ও প্রতিবন্ধকতা: সামাজিকীকরণ","সামাজিকীকরণের মাধ্যম","","সামাজিকীকরণের মাধ্যম"
"6","bgs6","অধ্যায় ৭: শিশুর বেড়ে ওঠা ও প্রতিবন্ধকতা: সামাজিকীকরণ","সামাজিকীকরণের গুরুত্ব","","সামাজিকীকরণের গুরুত্ব"
"6","bgs6","অধ্যায় ৭: শিশুর বেড়ে ওঠা ও প্রতিবন্ধকতা: সামাজিকীকরণ","শিশুশ্রমের ধারণা","","শিশুশ্রমের ধারণা"
"6","bgs6","অধ্যায় ৭: শিশুর বেড়ে ওঠা ও প্রতিবন্ধকতা: সামাজিকীকরণ","শিশুশ্রমের কারণ","","শিশুশ্রমের কারণ"
"6","bgs6","অধ্যায় ৭: শিশুর বেড়ে ওঠা ও প্রতিবন্ধকতা: সামাজিকীকরণ","শিশুশ্রমের প্রভাব","","শিশুশ্রমের প্রভাব"
"6","bgs6","অধ্যায় ৭: শিশুর বেড়ে ওঠা ও প্রতিবন্ধকতা: সামাজিকীকরণ","শ্রমজীবী শিশুদের অধিকার","","শ্রমজীবী শিশুদের অধিকার"
"6","bgs6","অধ্যায় ৭: শিশুর বেড়ে ওঠা ও প্রতিবন্ধকতা: সামাজিকীকরণ","শিশুশ্রম প্রতিরোধ","","শিশুশ্রম প্রতিরোধ"
"6","bgs6","অধ্যায় ৭: শিশুর বেড়ে ওঠা ও প্রতিবন্ধকতা: সামাজিকীকরণ","পরিবারে সামাজিকীকরণ","","পরিবারে সামাজিকীকরণ"
"6","bgs6","অধ্যায় ৭: শিশুর বেড়ে ওঠা ও প্রতিবন্ধকতা: সামাজিকীকরণ","বিদ্যালয়ে সামাজিকীকরণ","","বিদ্যালয়ে সামাজিকীকরণ"
"6","bgs6","অধ্যায় ৭: শিশুর বেড়ে ওঠা ও প্রতিবন্ধকতা: সামাজিকীকরণ","সমাজে সামাজিকীকরণ","","সমাজে সামাজিকীকরণ"
