"grade","subject","chapter","topic","scope_note","topic_raw"
"8","math8","অধ্যায় ১: প্যাটার্ন","প্যাটার্নের ধারণা","","প্যাটার্নের ধারণা"
"8","math8","অধ্যায় ১: প্যাটার্ন","সংখ্যার প্যাটার্ন ও নিয়ম","","সংখ্যার প্যাটার্ন ও নিয়ম"
"8","math8","অধ্যায় ১: প্যাটার্ন","চিত্রের প্যাটার্ন","","চিত্রের প্যাটার্ন"
"8","math8","অধ্যায় ১: প্যাটার্ন","সূচকের প্যাটার্ন","","সূচকের প্যাটার্ন"
"8","math8","অধ্যায় ১: প্যাটার্ন","জ্যামিতিক প্যাটার্ন","","জ্যামিতিক প্যাটার্ন"
"8","math8","অধ্যায় ১: প্যাটার্ন","প্যাটার্ন ও বীজগণিতীয় রাশি","","প্যাটার্ন ও বীজগণিতীয় রাশি"
"8","math8","অধ্যায় ১: প্যাটার্ন","বাস্তব জীবনে প্যাটার্ন ও প্রয়োগ","","বাস্তব জীবনে প্যাটার্ন ও প্রয়োগ"
"8","math8","অধ্যায় ২: মুনাফা ও চক্রবৃদ্ধি মুনাফা","মুনাফার ধারণা ও হার","","মুনাফার ধারণা ও হার"
"8","math8","অধ্যায় ২: মুনাফা ও চক্রবৃদ্ধি মুনাফা","সরল মুনাফা নির্ণয়","","সরল মুনাফা নির্ণয়"
"8","math8","অধ্যায় ২: মুনাফা ও চক্রবৃদ্ধি মুনাফা","চক্রবৃত্তি মুনাফার ধারণা","","চক্রবৃত্তি মুনাফার ধারণা"
"8","math8","অধ্যায় ২: মুনাফা ও চক্রবৃদ্ধি মুনাফা","চক্রবৃত্তি ও সরল মুনাফার পার্থক্য","","চক্রবৃত্তি ও সরল মুনাফার পার্থক্য"
"8","math8","অধ্যায় ২: মুনাফা ও চক্রবৃদ্ধি মুনাফা","মুনাফার সূত্র ও প্রয়োগ","","মুনাফার সূত্র ও প্রয়োগ"
"8","math8","অধ্যায় ২: মুনাফা ও চক্রবৃদ্ধি মুনাফা","ব্যাংকিং ও মুনাফা","","ব্যাংকিং ও মুনাফা"
"8","math8","অধ্যায় ২: মুনাফা ও চক্রবৃদ্ধি মুনাফা","ঋণ ও মুনাফা","","ঋণ ও মুনাফা"
"8","math8","অধ্যায় ২: মুনাফা ও চক্রবৃদ্ধি মুনাফা","বিনিয়োগ ও মুনাফা","","বিনিয়োগ ও মুনাফা"
"8","math8","অধ্যায় ২: মুনাফা ও চক্রবৃদ্ধি মুনাফা","মুনাফা ও সময়কাল","","মুনাফা ও সময়কাল"
"8","math8","অধ্যায় ৩: পরিমাপ","পরিমাপের ধারণা ও একক","","পরিমাপের ধারণা ও একক"
